,y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
567,Ken,99.47760,-0.62698,-97.93491,-1.26593,199.54226,-144.84289,Beach,-1.60814,-2.52050,8.83367,3.56402,True,448.42056
568,Ken,101.74378,0.00143,-99.28843,-1.28984,201.81331,-149.26307,Mojodojo,-1.29231,-1.85339,12.31492,-1.16390,True,459.07469
569,Allan,101.16791,-0.25569,-102.61146,-1.29820,201.24143,-154.98547,Mojodojo,0.26423,0.45008,9.62701,2.36203,True,454.53383
570,Barbie,99.25993,0.16764,-105.57978,-1.26123,199.32269,-142.17048,Beach,1.77645,-1.68522,12.68409,-5.09553,True,443.50976
571,Allan,98.46816,-1.04786,-98.26779,-1.25284,198.52951,-138.30145,Horses,1.38718,-0.10075,10.81774,1.38086,True,443.20689
572,Allan,98.62153,-0.89542,-100.74586,-1.28324,198.69226,-145.55605,Horses,-0.48917,-0.03065,9.74002,1.90232,True,442.73471
573,Allan,99.47141,-0.34901,-96.65455,-1.24160,199.53084,-140.82626,Beach,-0.41958,-0.11264,10.87002,3.86106,True,449.02979
574,Ken,100.13573,-0.85765,-101.03581,-1.28352,200.20450,-145.04035,Casahouse,1.33978,0.57881,10.15064,-0.75884,True,450.16074
575,Allan,100.19694,-0.45347,-101.74501,-1.27304,200.26309,-147.67984,Casahouse,0.61157,-0.90341,12.45383,0.18526,True,450.11221
576,Barbie,102.04749,0.72608,-107.00591,-1.24798,202.10648,-142.98353,Sublime,-1.99690,-1.09055,11.95943,-1.73203,True,456.73450
577,Ken,97.93114,-0.26053,-102.84629,-1.27906,197.99785,-146.57988,Horses,1.42448,0.05005,11.24444,-1.05834,True,438.23257
578,Ken,98.71464,-0.48766,-95.27076,-1.27857,198.78334,-143.43175,Horses,-0.73811,-0.64214,10.40495,-2.05500,True,445.93781
579,Barbie,101.94396,0.71753,-102.39852,-1.23624,201.99990,-136.86806,Mojodojo,-0.99664,0.56701,10.96889,-2.24565,True,458.52054
580,Allan,102.28070,-0.37698,-101.25937,-1.26008,202.34387,-147.12622,Sublime,-0.22848,0.94184,9.90544,-0.61903,True,460.77381
581,Allan,99.93412,-0.19845,-101.92249,-1.26735,199.99987,-145.56009,Beach,-0.00439,0.38337,11.06781,4.35894,True,448.70934
582,Barbie,98.90983,0.45456,-99.08424,-1.25109,198.96963,-139.88680,Horses,1.42874,-2.30883,11.97971,-3.88269,True,445.00701
583,Allan,99.83086,-0.87130,-99.53032,-1.26674,199.89711,-142.54868,Beach,-0.70353,0.91481,11.55536,-3.93398,True,449.38914
584,Barbie,98.93250,1.26832,-94.71949,-1.27155,198.99774,-143.64622,Horses,2.31725,2.67112,12.28128,-1.88242,True,447.30274
585,Allan,99.53655,-0.71942,-101.50917,-1.25559,199.59846,-142.14096,Beach,-0.12634,-0.06329,10.03904,1.46227,True,446.92814
586,Barbie,98.88227,0.08937,-101.65110,-1.25885,198.94451,-137.69068,Horses,0.34085,2.70294,9.40657,-1.78085,True,443.58579
587,Barbie,99.80847,0.39859,-97.32453,-1.26196,199.87103,-142.86932,Beach,-0.48297,0.28298,9.27867,1.60673,True,450.38006
588,Barbie,100.08387,-0.61139,-100.16487,-1.24595,200.14212,-141.36931,Casahouse,-1.83667,1.99112,11.46201,-2.15749,True,450.33691
589,Ken,99.40835,0.79070,-102.69241,-1.28025,199.47589,-145.64625,Beach,-0.42098,0.62620,12.80210,-1.61073,True,445.69552
590,Ken,98.40366,0.19412,-99.60872,-1.26486,198.46758,-139.81906,Horses,1.86333,2.47835,12.45017,0.37041,True,442.21393
591,Barbie,99.55917,-1.85312,-97.63080,-1.25897,199.62097,-139.66788,Beach,0.16550,-1.57370,8.35664,-2.76949,True,448.98046
592,Barbie,99.62996,0.01595,-99.57747,-1.26429,199.69314,-142.46401,Beach,1.24034,-2.20461,9.98943,-1.48882,True,448.36108
593,Allan,100.46925,-1.08106,-94.30356,-1.30959,200.54592,-152.05186,Casahouse,-0.91693,-0.52422,11.07706,-2.26343,True,455.19448
594,Barbie,100.03975,-0.72711,-95.70189,-1.27037,200.10456,-142.27814,Casahouse,-2.68625,0.32695,10.51315,-2.05165,True,452.34781
595,Allan,100.77892,0.63157,-100.32427,-1.28482,200.84836,-150.40440,Casahouse,-0.04120,-1.05918,8.57832,-0.01070,True,453.73245
596,Barbie,99.38979,-0.20806,-94.46905,-1.29145,199.46018,-149.53886,Beach,0.15919,-1.00084,10.17504,-3.62225,True,449.71441
597,Ken,100.68883,-0.27307,-100.27949,-1.27109,200.75555,-145.04882,Casahouse,0.12394,-0.11838,11.74491,-1.30152,True,453.30438
598,Allan,100.52002,-0.04557,-101.31926,-1.23905,200.57725,-138.92587,Casahouse,0.82678,0.12761,11.30087,2.31398,True,451.94049
599,Barbie,101.16105,-0.86711,-101.38639,-1.23905,201.21791,-139.67118,Mojodojo,-0.55173,-0.77965,11.62731,-1.84855,True,455.11204
600,Allan,100.74982,0.03468,-102.54165,-1.24173,200.80853,-137.25300,Casahouse,0.62323,-1.57830,11.71051,1.48231,True,452.47829
601,Barbie,100.93353,0.04748,-100.80765,-1.24675,200.99210,-142.50781,Casahouse,-2.14171,1.94313,11.30431,-4.89527,True,454.26382
602,Barbie,100.66910,0.98048,-100.36071,-1.25905,200.73100,-141.72883,Casahouse,0.38649,-1.60048,12.46872,-1.20629,True,453.16515
603,Barbie,100.19062,1.38854,-102.36729,-1.27046,200.25584,-145.72358,Casahouse,0.16529,-0.05493,8.92290,-2.67449,True,449.76947
604,Barbie,100.61766,-1.30109,-98.35197,-1.27071,200.68286,-143.99444,Casahouse,2.09885,-1.38850,12.14095,-0.60900,True,453.91231
605,Barbie,99.13073,-0.63244,-95.33100,-1.25502,199.19192,-141.07272,Beach,-0.96828,-2.05335,11.31628,-2.23078,True,447.98814
606,Ken,98.77675,0.03519,-98.44374,-1.29328,198.84729,-147.55666,Horses,0.82216,0.20068,11.75621,0.08996,True,444.66188
607,Ken,100.78035,-0.03949,-97.05423,-1.28805,200.85045,-147.21676,Casahouse,0.05215,0.12514,10.73341,-1.54032,True,455.37462
608,Barbie,99.84206,-1.06155,-100.44552,-1.25486,199.90255,-141.21061,Beach,-1.40532,0.83790,11.10200,-1.06143,True,448.98757
609,Allan,99.07739,-0.45224,-100.78321,-1.28263,199.14782,-146.21547,Beach,0.20132,-0.47325,11.63278,-3.12394,True,444.99532
610,Allan,99.56681,0.71956,-104.69380,-1.24649,199.62645,-140.91087,Beach,-0.45255,-1.00984,11.38081,1.91768,True,445.48714
611,Ken,98.08164,-0.24441,-99.76596,-1.26862,198.14617,-141.07813,Horses,-0.61506,-1.20390,11.38550,-0.10234,True,440.52519
612,Allan,100.06943,-0.70528,-103.38417,-1.27551,200.13625,-141.03781,Casahouse,-0.08369,0.11864,11.90524,0.87281,True,448.65506
613,Ken,99.14192,0.70743,-100.42940,-1.26765,199.20764,-141.09415,Beach,0.48917,-0.03240,9.56118,2.98863,True,445.49492
614,Allan,99.42865,-0.09585,-95.86811,-1.28135,199.49844,-146.59886,Beach,-1.72854,0.50962,11.34809,-1.04302,True,449.20919
615,Allan,99.72640,-0.19548,-102.24379,-1.31202,199.80344,-155.17674,Beach,-0.57037,0.99264,12.09928,4.28887,True,447.51009
616,Allan,97.59852,-0.34226,-97.40424,-1.26485,197.66302,-139.75127,Horses,0.42469,-0.17184,9.76540,1.54197,True,439.29050
617,Barbie,100.29025,1.08446,-99.42451,-1.26218,200.35278,-142.12786,Casahouse,0.00641,0.21814,9.58260,-2.09269,True,451.73900
618,Ken,99.99126,0.20997,-96.96302,-1.29173,200.06105,-150.29318,Beach,-0.51474,-2.38242,13.93118,-0.39256,True,451.47480
619,Barbie,100.23995,-0.08095,-99.91902,-1.25419,200.30047,-137.58305,Casahouse,0.64099,-0.93251,10.55909,-1.42953,True,451.24024
620,Ken,99.45481,-0.22247,-100.61736,-1.27608,199.52252,-144.08612,Beach,1.34864,1.92916,11.70191,-1.55230,True,446.96537
621,Barbie,98.02591,0.52738,-92.02311,-1.27814,198.09331,-141.73623,Horses,-0.25784,-0.17914,10.48174,-1.77822,True,444.11797
622,Allan,101.76573,0.02899,-102.63312,-1.23145,201.82238,-141.23626,Mojodojo,1.89595,-1.51271,12.70190,2.92117,True,457.51211
623,Ken,100.14322,-0.11916,-92.26196,-1.27755,200.21010,-146.57587,Casahouse,-0.99092,-3.56184,10.21114,1.05086,True,454.58514
624,Barbie,101.10530,0.34965,-101.70575,-1.28251,201.17336,-148.47062,Mojodojo,-1.25678,1.60095,9.76631,-1.68394,True,454.67363
625,Allan,101.95461,-0.16774,-100.52219,-1.26012,202.01742,-145.71326,Mojodojo,0.38203,1.27400,12.23590,3.44523,True,459.51194
626,Barbie,99.59171,0.16820,-104.81602,-1.28060,199.65925,-144.63479,Beach,2.14088,-0.50510,11.32071,-4.44421,True,445.55051
627,Allan,100.48701,1.21270,-100.76792,-1.24334,200.54609,-138.24102,Casahouse,-1.22181,0.10809,10.01370,2.02379,True,452.05108
628,Barbie,99.35775,-0.27447,-94.25256,-1.28323,199.42637,-149.46457,Beach,-0.53105,0.51062,11.61905,-1.92112,True,449.66247
629,Allan,99.87520,0.04848,-101.09252,-1.26855,199.94191,-144.45550,Beach,-0.33097,0.55929,11.37276,-2.43595,True,448.82972
630,Barbie,98.96056,1.05533,-103.22823,-1.23792,199.01662,-134.40057,Horses,-0.05448,-1.93913,9.90139,-1.98345,True,443.18870
631,Ken,101.06253,-0.05118,-102.06866,-1.28025,201.13089,-146.12454,Mojodojo,-3.11152,0.91647,12.45285,-1.06413,True,454.27834
632,Barbie,99.76532,-0.07482,-100.52696,-1.29320,199.83639,-149.14922,Beach,-1.24246,0.47061,10.65345,-0.51429,True,448.56313
633,Allan,101.01811,0.37465,-101.84006,-1.23366,201.07479,-139.73857,Mojodojo,-0.12035,-0.10035,10.71833,2.61862,True,454.17050
634,Ken,101.15711,1.10768,-95.59604,-1.27967,201.22493,-150.51730,Mojodojo,-1.91434,-2.42454,8.17569,-0.16598,True,457.98753
635,Barbie,100.46990,-0.84664,-100.36516,-1.27085,200.53523,-141.74494,Casahouse,1.50488,0.27324,10.42661,-1.80193,True,452.16692
636,Barbie,101.32661,1.19530,-98.03262,-1.23579,201.38200,-137.21732,Mojodojo,0.55634,-0.08658,9.91478,-1.63455,True,457.61674
637,Barbie,100.92761,0.83120,-106.84044,-1.25213,200.98764,-140.02535,Casahouse,2.93550,-3.33523,11.47620,-2.26998,True,451.21786
638,Barbie,101.32062,-0.14617,-100.31178,-1.24791,201.37969,-139.85559,Mojodojo,-0.22090,-1.75889,9.90371,-2.37543,True,456.44723
639,Barbie,100.19788,-0.18303,-101.64366,-1.25655,200.25885,-139.77530,Casahouse,0.30316,-1.10741,9.26559,-1.67360,True,450.16757
640,Allan,98.74219,-0.63842,-97.77209,-1.29167,198.81399,-147.54929,Horses,-1.08299,1.04373,9.76885,2.16783,True,444.82490
641,Ken,100.00837,-0.23404,-99.45603,-1.27731,200.07652,-146.64248,Casahouse,0.68136,0.43179,8.50037,1.89219,True,450.31384
642,Allan,101.16853,0.06826,-100.98908,-1.29961,201.24276,-151.36174,Mojodojo,0.65107,-0.54197,10.04749,1.01819,True,455.34810
643,Barbie,99.75351,0.49525,-103.97819,-1.23855,199.81009,-137.66593,Beach,0.30235,0.08094,9.80305,-3.18419,True,446.77847
644,Allan,100.42687,-1.00715,-98.60970,-1.29867,200.50177,-151.73927,Casahouse,0.27698,-0.05611,10.62802,4.25557,True,452.82950
645,Barbie,99.87833,0.26741,-100.05103,-1.24339,199.93629,-139.43487,Beach,-0.54796,1.38736,12.44804,-1.91765,True,449.36613
646,Ken,100.40110,0.42022,-105.65777,-1.26503,200.46654,-142.03828,Casahouse,-3.45061,-1.13513,8.57478,-2.14090,True,449.17660
647,Ken,101.47855,-0.99736,-104.68028,-1.29474,201.54923,-148.78100,Mojodojo,0.56424,0.50599,8.68552,3.28254,True,455.05262
648,Barbie,101.04545,0.74798,-102.51868,-1.28567,201.11434,-148.15541,Mojodojo,0.56855,-1.19439,12.06854,-3.08137,True,453.96790
649,Barbie,100.37435,-0.51925,-101.78249,-1.23921,200.43077,-138.01820,Casahouse,-0.63435,-0.74103,9.17538,1.10573,True,450.98048
650,Allan,100.67349,0.67210,-99.49486,-1.24920,200.73431,-138.85241,Casahouse,0.16218,0.80666,11.63295,0.14323,True,453.62004
651,Allan,101.13567,0.26790,-102.94687,-1.30540,201.21085,-151.47209,Mojodojo,-0.66762,0.12191,10.08958,3.52849,True,454.20493
652,Allan,99.57941,0.38564,-100.82502,-1.28346,199.64923,-148.23541,Beach,-0.07339,1.82417,12.72664,-0.80363,True,447.48457
653,Ken,99.89492,-0.34067,-101.07876,-1.26060,199.95785,-141.15972,Beach,-0.13039,2.20610,8.88133,1.11883,True,448.93522
654,Allan,100.81983,1.32242,-99.42952,-1.26927,200.88576,-143.34396,Casahouse,0.72346,0.22755,10.10961,-1.38752,True,454.38440
655,Ken,99.54198,-0.32795,-94.93191,-1.27675,199.60776,-144.28796,Beach,1.18733,0.63239,10.72308,-1.14376,True,450.24396
656,Ken,100.34086,-0.03540,-100.19666,-1.26503,200.40529,-143.01218,Casahouse,-0.96317,-0.10355,12.14660,-1.03676,True,451.60598
657,Allan,97.72882,-0.08178,-100.79888,-1.30497,197.80492,-150.81019,Horses,0.56943,0.59052,13.36470,0.50737,True,438.24468
658,Barbie,99.63120,-0.18663,-103.93557,-1.28869,199.70085,-147.80589,Beach,0.22403,1.55316,10.57121,-2.33339,True,446.18820
659,Barbie,99.31175,-1.94157,-96.39372,-1.23339,199.36680,-134.33902,Beach,2.31485,-1.57837,11.13290,-1.03943,True,448.36187
660,Allan,99.31610,0.29525,-100.91548,-1.23743,199.37291,-137.60599,Beach,-0.17360,-0.71402,12.05937,1.65907,True,446.12276
661,Barbie,100.07162,0.01101,-101.89939,-1.25149,200.13182,-142.00835,Casahouse,2.26765,-0.65615,11.13070,-2.01650,True,449.40842
662,Allan,100.91761,-0.82298,-98.70225,-1.23229,200.97395,-139.55360,Casahouse,-0.47421,0.14076,11.22045,3.08485,True,455.23690
663,Allan,100.61475,-0.31613,-99.71883,-1.31137,200.69180,-153.45135,Casahouse,-0.65307,-0.59271,8.12703,0.13000,True,453.21434
664,Barbie,98.27709,0.01959,-99.10655,-1.23421,198.33257,-133.22725,Horses,-1.33990,-0.33431,11.05176,-1.74639,True,441.83218
665,Allan,101.38814,0.71259,-103.27070,-1.24615,201.44888,-139.34056,Mojodojo,-0.71931,0.63117,11.52738,4.61814,True,455.30534
666,Allan,99.23992,-0.11541,-100.35268,-1.30056,199.31482,-148.96917,Beach,-0.93348,-2.09159,8.86904,1.50278,True,446.02326
667,Allan,100.27367,-0.43591,-99.97975,-1.27275,200.34015,-147.23751,Casahouse,1.79669,0.32934,12.13832,3.58442,True,451.37846
668,Allan,100.09756,-1.16586,-101.79000,-1.27500,200.16452,-145.37587,Casahouse,0.82833,-0.29047,11.01733,1.93340,True,449.59281
669,Barbie,97.38991,0.31726,-96.27938,-1.24421,197.44781,-135.92787,Horses,-0.18558,0.84192,11.38724,-0.05096,True,438.80988
670,Barbie,100.91357,-0.00362,-105.07099,-1.27547,200.98034,-148.09292,Casahouse,1.04530,-2.22201,10.65190,-2.67245,True,452.03234
671,Barbie,99.00092,-0.14605,-102.09260,-1.24000,199.05784,-135.31463,Horses,-1.50578,-1.45151,10.86400,-4.77299,True,443.95831
672,Barbie,100.98379,-0.23567,-105.06148,-1.28134,201.05179,-148.13060,Casahouse,-0.89961,-0.32962,9.76241,-1.64242,True,452.38822
673,Allan,100.45451,-0.37949,-102.53732,-1.30409,200.52975,-151.50263,Casahouse,-0.18691,0.11856,10.62484,2.88628,True,451.00391
674,Ken,100.33313,0.28016,-106.97110,-1.27416,200.40070,-145.65121,Casahouse,0.20333,0.95937,9.58347,-1.65340,True,448.18012
675,Barbie,101.08229,-0.11625,-90.81331,-1.26152,201.14465,-146.74735,Mojodojo,-0.47095,-1.15906,12.03356,-1.38108,True,460.00479
676,Allan,98.22615,-0.62192,-96.83086,-1.23443,198.28289,-134.59264,Horses,-1.02100,-0.65613,10.85889,3.17600,True,442.71533
677,Barbie,99.55073,0.07215,-99.98334,-1.28693,199.62003,-146.84627,Beach,0.83034,-0.19853,11.32753,-1.97388,True,447.76197
678,Ken,101.96430,0.14905,-104.73316,-1.26953,202.02924,-145.54514,Mojodojo,-2.55301,2.16637,10.31411,1.71839,True,457.45493
679,Barbie,99.88438,-1.08451,-102.62765,-1.27363,199.95016,-145.04119,Beach,-2.29901,0.62791,10.04895,-0.41398,True,448.10808
680,Ken,100.80494,0.01336,-104.33008,-1.28528,200.87511,-147.59304,Casahouse,0.25741,-0.61648,11.19268,-0.52756,True,451.85967
681,Barbie,99.96090,0.39361,-98.60280,-1.26133,200.02315,-140.95937,Beach,-0.38473,0.64954,10.86225,-2.36724,True,450.50310
682,Barbie,100.37676,-0.94903,-104.66116,-1.27573,200.44352,-145.25934,Casahouse,0.24263,-0.73893,11.08125,-3.43667,True,449.55324
683,Barbie,99.50703,0.65331,-97.77433,-1.27508,199.57304,-142.49803,Beach,0.00495,-0.14364,8.78943,-4.52000,True,448.64797
684,Ken,100.07346,0.20463,-103.40598,-1.26495,200.13886,-143.26235,Casahouse,1.02969,1.98723,10.76681,-1.47922,True,448.66433
685,Ken,99.80234,0.60500,-104.06840,-1.28210,199.87141,-147.08975,Beach,0.00371,1.28613,10.26956,-2.48924,True,446.97749
686,Barbie,98.91976,0.34245,-95.37257,-1.25069,198.97916,-139.74724,Horses,-1.33432,2.51138,9.25915,0.46357,True,446.91252
687,Barbie,100.23630,-0.38913,-97.67690,-1.24408,200.29393,-137.86580,Casahouse,1.60795,1.72102,8.85419,-1.15167,True,452.34307
688,Barbie,100.04233,-0.12133,-102.25964,-1.28780,200.11176,-148.02806,Casahouse,0.60094,0.07220,12.20680,-2.59247,True,449.08182
689,Barbie,99.49772,0.60609,-108.47977,-1.28906,199.56801,-146.08389,Beach,0.26284,-0.91796,11.10684,-1.56716,True,443.24872
690,Ken,99.68385,0.84274,-100.01763,-1.28247,199.75300,-144.99592,Beach,-1.24984,0.10985,10.24490,0.73951,True,448.41044
691,Allan,101.01556,0.27895,-96.38834,-1.23832,201.07403,-137.42533,Mojodojo,-0.95663,-0.21093,14.08896,3.03374,True,456.88362
692,Barbie,101.54928,-0.45647,-97.90472,-1.28503,201.61804,-148.90699,Mojodojo,0.56673,-0.16393,10.52547,-1.05970,True,458.79405
693,Ken,100.44470,-0.06032,-92.36120,-1.26996,200.51038,-144.85107,Casahouse,-1.66440,0.01547,11.20442,0.08969,True,456.04292
694,Allan,100.52110,-0.38545,-104.31265,-1.23414,200.57829,-137.56963,Casahouse,1.05512,1.48802,11.34061,2.63682,True,450.44918
695,Ken,100.85834,0.16960,-96.23441,-1.28323,200.92709,-147.70453,Casahouse,0.78537,2.60854,10.31502,-1.17651,True,456.17450
696,Barbie,100.35068,0.10924,-100.78941,-1.26357,200.41380,-143.12506,Casahouse,-2.02161,0.03897,11.09920,0.61061,True,451.35868
697,Allan,99.76040,0.54217,-100.53837,-1.28363,199.83000,-147.46372,Beach,-0.23265,-0.12801,11.70562,4.17166,True,448.53283
698,Barbie,99.77316,1.10120,-98.94028,-1.28324,199.84185,-146.42581,Beach,-1.18371,2.89001,11.72097,-1.86919,True,449.39566
699,Barbie,100.32270,-0.68521,-94.54625,-1.24369,200.38059,-141.48624,Casahouse,0.97919,-0.23680,10.57532,-2.73527,True,454.34037
700,Allan,98.58206,-0.40747,-97.12618,-1.30326,198.65798,-146.84119,Horses,1.81112,-0.03860,8.68509,1.12845,True,444.34719
701,Ken,100.35994,-0.13805,-98.80638,-1.28201,200.42813,-145.55487,Casahouse,0.71209,-0.76044,7.80683,1.44209,True,452.39652
702,Ken,100.68791,0.51255,-102.64733,-1.28142,200.75658,-146.12611,Casahouse,-0.19692,-1.23401,8.06691,2.72757,True,452.11589
703,Barbie,99.57007,0.18118,-97.04277,-1.23885,199.62685,-138.49494,Beach,-1.65361,-1.65553,10.61548,-2.20720,True,449.32896
704,Ken,98.82772,-1.01649,-96.89858,-1.28768,198.89735,-146.08649,Horses,-1.65099,-2.28819,8.94105,0.22611,True,445.68931
705,Barbie,100.27228,-0.92730,-100.59612,-1.24878,200.33174,-139.23611,Casahouse,-0.62013,0.42126,9.96195,-2.95843,True,451.06332
706,Barbie,100.36772,0.21103,-100.21913,-1.26168,200.43061,-143.29376,Casahouse,0.43929,-0.44494,12.89892,-1.51587,True,451.72905
707,Allan,98.97264,0.18962,-98.78022,-1.29192,199.04395,-147.69025,Horses,0.02617,-0.03305,11.88591,2.21324,True,445.47308
708,Ken,100.57091,-0.22355,-96.66462,-1.27043,200.63537,-144.68097,Casahouse,0.83570,0.11964,10.10629,3.69743,True,454.52225
709,Allan,97.67127,-0.84459,-97.57715,-1.23555,197.72768,-132.48903,Horses,-1.70309,-1.38722,10.70141,2.07851,True,439.56776
710,Barbie,102.01332,1.45022,-102.05861,-1.27815,202.08072,-149.47009,Sublime,-1.62555,-0.34312,11.15070,-1.97944,True,459.03729
711,Barbie,100.44046,-1.07239,-102.90571,-1.23277,200.49569,-139.11985,Casahouse,1.22841,0.21689,10.57148,-2.65479,True,450.74944
712,Barbie,100.38266,-0.00346,-101.50146,-1.26890,200.44693,-144.77876,Casahouse,-1.54932,2.06089,10.01714,-1.41021,True,451.16256
713,Ken,99.22971,-0.84266,-102.75530,-1.27327,199.29456,-143.54263,Beach,1.04988,-3.51883,12.05722,-2.76797,True,444.77089
714,Barbie,99.62256,-0.40138,-93.74135,-1.28190,199.69103,-148.09918,Beach,-0.67337,0.48289,10.12132,-2.68745,True,451.24215
715,Ken,100.60676,-0.80829,-96.52782,-1.29512,200.67769,-150.60794,Casahouse,-1.40299,-0.16560,13.60656,-1.32052,True,454.76991
716,Barbie,100.63574,0.28780,-102.95018,-1.24490,200.69392,-140.26209,Casahouse,1.53086,0.92708,11.06146,-4.72906,True,451.70362
717,Barbie,100.01812,-0.66528,-103.20768,-1.27136,200.08352,-145.14419,Casahouse,0.43221,1.12960,12.48796,-3.84171,True,448.48674
718,Ken,101.89303,0.90825,-100.04508,-1.27105,201.95831,-146.86406,Mojodojo,2.13443,0.46528,8.36573,2.42559,True,459.44260
719,Barbie,100.37582,-0.09887,-105.29243,-1.25695,200.43734,-137.77484,Casahouse,-1.24298,0.51119,12.47676,-2.32860,True,449.23286
720,Barbie,99.79018,0.85946,-98.02511,-1.26059,199.85234,-141.02581,Beach,0.24626,-0.13772,9.27626,0.45579,True,449.93834
721,Allan,100.47914,-0.62098,-103.61763,-1.29196,200.55185,-148.90464,Casahouse,-0.33651,0.04021,12.36348,4.60746,True,450.58688
722,Barbie,98.39560,-0.73630,-98.96557,-1.28885,198.46539,-148.37984,Horses,0.60828,0.23233,11.63113,-1.77295,True,442.49522
723,Barbie,99.04474,-0.42438,-95.52774,-1.24673,199.10347,-137.50395,Beach,0.84156,0.75743,10.73500,-2.88303,True,447.45985
724,Barbie,100.59093,1.20092,-103.11689,-1.24127,200.64816,-139.37857,Casahouse,1.54149,-0.67659,9.97703,-0.84624,True,451.39621
725,Ken,96.96807,-0.75513,-99.98111,-1.26329,197.03307,-139.68682,Horses,-0.52357,1.90247,7.46879,1.44870,True,434.84982
726,Ken,99.87146,-1.59210,-99.81180,-1.27879,199.93781,-143.98254,Beach,-0.67911,-0.24313,11.27162,-1.22965,True,449.45138
727,Allan,99.25042,-1.60216,-102.27357,-1.25766,199.31399,-138.66974,Beach,0.32270,-0.75146,11.63082,0.97355,True,445.11533
728,Allan,100.26043,-0.14275,-100.60412,-1.25869,200.32368,-143.26819,Casahouse,1.07983,0.07716,11.57132,2.68251,True,451.00010
729,Barbie,100.59831,1.01066,-101.86225,-1.28296,200.66692,-145.04736,Casahouse,1.24419,-0.04380,11.94141,-2.21442,True,452.06040
730,Barbie,99.84313,0.66822,-100.27202,-1.25606,199.90465,-141.38595,Beach,1.35495,1.16736,12.15319,-1.28812,True,449.07962
731,Allan,101.44098,0.74307,-103.17498,-1.28190,201.51094,-149.69868,Mojodojo,-0.33036,0.23830,8.96306,2.85115,True,455.61741
732,Barbie,99.00120,-0.68744,-99.15432,-1.26010,199.06343,-138.62115,Horses,-0.37005,-0.92372,11.61965,1.30122,True,445.42885
733,Allan,100.69441,-0.39734,-99.60594,-1.25391,200.75687,-140.91333,Casahouse,-0.99704,0.06697,11.31206,-0.30315,True,453.66906
734,Allan,101.08769,1.00703,-102.56830,-1.26952,201.15465,-145.37975,Mojodojo,0.28264,0.15753,9.48892,5.03294,True,454.15431
735,Allan,100.86359,1.10563,-98.03006,-1.23154,200.91955,-138.58397,Casahouse,0.41849,0.49054,10.76802,1.28233,True,455.30294
736,Barbie,99.40255,-0.19769,-95.12528,-1.28681,199.47203,-143.78486,Beach,-0.73613,-1.53073,11.57910,-3.10985,True,449.45013
737,Barbie,100.13564,-0.58384,-97.97088,-1.23518,200.19100,-138.27429,Casahouse,0.45372,-1.09186,12.13685,-1.36024,True,451.69274
738,Ken,98.12703,-1.50660,-101.92757,-1.25651,198.18964,-139.99411,Horses,-0.72843,-1.42141,12.42142,-1.48714,True,439.67137
739,Barbie,97.93311,-1.35410,-96.88988,-1.26093,197.99568,-139.04786,Horses,1.67233,-0.40917,10.50826,-2.89844,True,441.22060
740,Allan,100.77152,-0.91477,-99.69647,-1.29946,200.84553,-152.44641,Casahouse,0.31970,0.99956,11.30948,1.36951,True,454.00939
741,Ken,99.83279,-0.16824,-98.33480,-1.27150,199.89845,-145.10112,Beach,-0.38359,1.85675,11.59252,-1.85750,True,449.99657
742,Ken,102.62426,1.05590,-98.08936,-1.29246,202.69512,-152.49215,Sublime,1.60350,1.69057,12.12007,-1.32354,True,464.07664
743,Ken,100.00088,-0.21273,-102.66148,-1.28661,200.07141,-147.49463,Beach,-1.32934,-0.29638,11.08125,0.12974,True,448.67364
744,Ken,100.01789,1.09104,-99.21285,-1.27553,200.08382,-144.53936,Casahouse,3.87950,-0.59737,11.86947,0.04776,True,450.48300
745,Allan,99.21532,0.22031,-100.22553,-1.29136,199.28709,-147.34740,Beach,-0.27089,-0.07440,11.54392,2.14126,True,445.96381
746,Allan,99.33660,-0.28050,-99.43332,-1.28278,199.40725,-144.20448,Beach,1.28472,0.67742,13.65692,4.43764,True,446.96633
747,Allan,98.95528,0.28720,-92.48606,-1.26331,199.02016,-139.01898,Horses,-0.42361,0.80757,11.44915,3.62621,True,448.53337
748,Ken,100.00354,1.25646,-101.45151,-1.29727,200.07494,-149.23309,Beach,0.05432,0.54664,11.52791,-2.41414,True,449.29197
749,Barbie,100.84410,0.40821,-98.33223,-1.23596,200.89955,-136.67709,Casahouse,1.29618,-2.09865,11.99009,-0.38538,True,455.05438
750,Ken,101.00534,-0.08673,-99.38140,-1.28333,201.07463,-149.25062,Mojodojo,-0.64323,-1.08926,12.49466,-1.77757,True,455.33599
751,Allan,101.18374,-0.04134,-104.31817,-1.30198,201.25799,-152.37351,Mojodojo,-0.34391,0.89498,12.39072,3.03149,True,453.75961
752,Allan,98.02527,0.24897,-97.54195,-1.27015,198.09116,-141.28731,Horses,-0.06324,0.31995,11.48157,1.47550,True,441.35537
753,Barbie,98.76729,0.17085,-95.59699,-1.23826,198.82347,-135.69104,Horses,-0.07864,0.05371,12.41012,-2.39958,True,446.03798
754,Allan,100.67361,0.73100,-101.68087,-1.29555,200.74733,-151.92355,Casahouse,-0.31408,-0.33403,11.52529,1.02552,True,452.52759
755,Barbie,99.33943,-0.21645,-99.19570,-1.23954,199.39578,-138.26534,Beach,-1.53767,-2.11541,8.56889,-3.91029,True,447.09928
